Acceleration_MPerS2_1X;Acceleration_MPerS2_1Y;Acceleration_MPerS2_1Z;Acceleration_MPerS2_2X;Acceleration_MPerS2_2Y;Acceleration_MPerS2_2Z
-2,13;6,29;-7,24;-1;2,52;-1,89
-1,71;6,74;-10,84;-2,95;7,58;3,49
0,61;7,08;-9,88;1,55;14,6;-1,53
1,56;5,44;-6,77;2,31;8,21;3,26
1,17;3,41;-8,58;3,02;10,92;1,84
-1,21;5,23;-6,78;1,65;10,29;-4,52
0,53;3,68;-3,34;-6,27;1,17;1,42
1,07;2,66;-4,47;-3,73;9,41;-4,17
-1,88;4,7;-8,93;3,62;15,94;-2,11
0,91;3,66;-12,32;3,63;11,35;4,16
1,09;5,56;-9,67;0,24;4,59;-3,91
-2,69;6,31;-8,23;-2,97;1,34;1,38
-0,77;6,04;-11,14;-0,44;11,07;1,46
1,18;7,66;-9,67;2,46;12,52;-2,45
1,71;4;-8;2,4;8,03;5,01
0,74;4,3;-9,54;4,24;12,04;-2,53
-1,3;6,29;-6,93;-0,84;5,28;-3,7
0,99;3,47;-3,6;-7,39;2,56;0,08
-0,28;4,58;-5,51;-0,65;12,94;-6,5
-2,6;4,88;-10,69;5,79;14,69;1,21
1,12;5,4;-12,31;2,87;9,64;0,81
-0,11;7,33;-8,12;-1,67;1,48;-4,25
-2,93;5,57;-8,62;-4,21;4,85;3,56
-0,95;8,27;-11,3;-0,67;16,28;-0,66
0,3;9,3;-7,94;2,89;9,86;1,08
1,42;3,84;-7,58;3,08;9,96;3,72
-0,41;4,82;-8,79;2,7;14,88;-5,03
-1,43;6,26;-5,11;-4,83;3,44;0,17
1,23;3,65;-3,37;-6,65;7,69;-2,09
-1,69;4,28;-5,74;2,87;18,1;-5,16
-2,42;4,59;-10,09;4,27;14,45;3,49
1,23;5,67;-11,3;0,58;9,21;-2,3
-1,53;7,12;-7,58;-2,2;3,27;-0,55
-2,92;6,37;-8,75;-3,38;12,11;3,36
-0,44;8,21;-9,95;0,76;17,68;-1,99
0,61;7,9;-5,89;1,87;8,65;4,43
1,18;5,42;-7,54;2,9;15,31;0,79
-1,04;5,79;-8,11;0,89;12,58;-3,03
-0,73;4,03;-3,16;-8,36;2,75;1,82
1,48;2,89;-2,97;-4,17;13,21;-4,58
-1,65;4,95;-6,16;4,84;16,86;-0,03
-1,15;5,33;-10,75;2,77;12,89;2,67
1,52;5,11;-10,92;0,75;6,08;-3,37
-1,67;5,68;-7,11;-3,11;3,08;3,18
-2,59;6,39;-9,51;-3,58;14,8;0,52
-0,68;7,36;-9,69;1,94;13,11;-0,36
0,88;6,58;-5,89;2,04;9,86;4,16
1,44;4,63;-7,45;2,66;14,41;-4,26
-1,11;4,43;-7,41;-2,18;4,79;-1,21
0,29;3,5;-3,41;-9,17;5,71;-0,38
1,71;2,72;-3,27;-0,7;15,3;-5,15
-2,14;3,97;-7,22;6,21;13,5;3,33
-0,28;4,39;-11,28;3,33;9,02;-0,79
1,78;5,85;-10,32;-1,42;2,28;-1,82
-2,02;6,54;-8,32;-4,16;7,28;4,48
-1,99;5,94;-11,54;1,13;14,17;-1,87
0,24;7,73;-9,33;3,12;7,87;2,66
1,56;6,09;-5,42;2,89;11,73;1,54
1,05;4,06;-9,15;2,68;10,86;-5,06
-1,27;5,68;-7,52;-6,52;1,1;1,32
1,06;3,57;-3,41;-6,04;8,47;-4,5
1,44;2,1;-4,36;3,2;14,62;-2,59
-2,13;4,41;-7,9;4,16;11,74;4,56
0,51;5,57;-12,53;1,91;5,89;-3,88
1,27;5,82;-10,02;-2,89;1,01;0,87
-2,12;5,03;-9,01;-1,8;10,59;2,43
-0,48;5,75;-12,45;3,24;12,12;-1,71
0,93;7,8;-8,41;2,13;6,06;4,09
1,29;5,64;-6,76;4,72;13;-2,29
0,65;4,02;-10,3;0,47;7,31;-3,3
-1,46;5,48;-8,16;-8,34;0,72;-0,02
1,09;4,04;-4,05;-1,73;12,1;-5,24
0,06;3,31;-5,34;4,25;14,91;1,31
-3,11;5,34;-9,79;3,05;9,72;0,37
0,53;5,82;-11,36;-0,73;2,8;-3,84
-0,21;6,39;-9,57;-4,9;4,63;2,66
-2,77;6,59;-9,98;0,32;15,83;-0,66
-0,72;7,12;-11,29;2,02;10,16;1,23
0,07;8,13;-7,22;1,91;9,65;2,96
1,49;5,35;-6,13;5,34;14,68;-4,07
0,11;5,08;-9,05;-3,86;3,05;-0,2
-1,58;6,43;-5,98;-7,34;7,39;-2,54
1,36;3,4;-3,54;1,87;17,91;-3,47
-0,81;3,27;-4,69;3,63;13,7;3,59
-2,53;5,49;-8,08;1,86;8,86;-2,47
0,72;6,79;-10,98;-1,87;3,49;-0,75
-1,41;7,4;-8,35;-3,97;11,08;2,82
-3,08;6,11;-9,64;-0,23;17,41;-1,32
-0,78;7,23;-10,8;1,2;9,87;4,5
0,01;8,1;-6;3,24;14,11;0,41
0,92;5,83;-6,68;1,66;12,22;-3,73
-0,43;4,86;-8,87;-6,69;3,7;1,43
-0,8;3,91;-5,71;-5,28;12,93;-4,02
1,89;2,52;-2,86;3,65;17,68;0,37
-0,77;2,88;-4,75;4,79;11,75;3,41
-1,64;4,7;-9,47;0,32;5,25;-4,01
1,7;6,02;-10,11;-3,25;4,67;2,31
-0,96;6,05;-8,16;-2,6;14,72;1,26
-2,59;6,38;-9,69;0,83;12,91;-0,62
-0,24;7,01;-9,55;2,24;8,42;4,45
0,96;6,48;-5,94;2,97;14,24;-3,14
1,04;5,24;-6,39;-1,56;6,36;-1,33
-1,31;5,46;-7,9;-7,47;4,42;0,06
0,1;4,48;-4,95;-1,26;15,79;-4,54
1,97;2,1;-2,83;4,93;14,54;3,25
-1,92;3,09;-6,37;2,65;8,72;-0,23
-0,44;5,12;-11;-0,91;1,78;-2,75
1,76;5,93;-9,8;-3,08;6,72;2,79
-1,83;6,17;-8,74;-0,01;17,06;-1,19
-1,58;6,48;-11,67;1,7;7,47;2,68
0,1;6,7;-9,78;2,53;9,11;1,88
1,21;5,61;-5,76;2,93;12,91;-4,18
1,32;6,25;-7,85;-5,57;1,25;0
-1,56;5,68;-8,68;-5,64;8,29;-3,35
0,45;2,94;-3,85;3,06;15,19;-1,29
1,43;2,65;-3,58;3,93;10,66;3,47
-2,63;2,62;-7,94;2,39;6,27;-3,71
-0,2;5,4;-10,18;-1,73;-0,07;-0,17
1,59;6,76;-9,98;-1,97;9,78;1,85
-2,04;3,86;-9,75;2,09;14,08;-1,01
-1,21;6,4;-11,97;1,52;6,28;4,07
1,04;7,34;-9,37;4,35;11,83;-2,46
1,69;4,58;-6,01;0,13;6,61;-4,29
0,75;5,81;-9,74;-8,69;1;0,65
-1,28;5,19;-8,33;-1,85;13,51;-5,25
0,99;3,79;-4,56;4,65;15,61;0,64
0,55;3,98;-5,47;2,38;9,59;1,91
-2,82;3,46;-8,6;-1,1;3,19;-4,68
0,11;5,49;-11,94;-3,49;4,27;2,86
0,27;6,85;-9,11;0,24;15,47;0
-2,78;6,25;-9,32;2,31;11,24;-0,16
-1,12;7,88;-12,32;3;8,71;5,15
0,37;7,72;-7,78;3,97;13,13;-4,35
1,1;5,32;-6,36;-4,09;3,19;-2,04
-0,2;6,28;-8,85;-6,99;7;-0,88
-1,4;6,38;-6,73;1,08;18,51;-4,22
1,17;3,87;-3,1;4,08;14,73;3,73
-0,77;3,71;-4,41;1,14;8,95;-1,84
-2,39;4,32;-9,44;-2,89;3,68;-2,55
0,78;6,48;-10,13;-2,76;11,4;3,13
-1,14;7,59;-8,08;0,51;18,09;-1,72
-3,15;5,76;-9,48;0,79;10,2;4,25
-1,06;7,84;-10,4;3,44;14,56;1,82
0,05;7,58;-6,79;1,34;11,39;-4,55
1,23;4,36;-6,19;-7,03;2,29;1,19
-0,21;5,23;-8,68;-3,06;14,04;-3,5
-1,28;4,06;-5,54;4,23;17,57;0,02
1,62;3,52;-2,35;3,19;11,09;3,74
-0,3;3,87;-5,63;0,52;5,63;-4,23
-1,76;3,27;-10,64;-3,36;3,18;1,72
1,71;6,61;-9,97;-1,83;14,35;1,35
-0,8;6,3;-7,26;1,6;14,27;-0,82
-3,02;6,2;-9,81;0,72;9;4,27
-0,11;9,45;-9,89;2,28;14,02;-2,16
1,17;5,95;-6,51;-2,23;5,77;-0,87
1,62;3,75;-7,01;-7,39;5,04;-1,15
-0,78;5,03;-7,93;-0,39;16,68;-4,73
-0,64;4,21;-4,42;5,01;14,41;4,33
2,23;4,28;-2,14;3,43;9,23;-0,23
-1,5;2,69;-7,41;-1,32;2,32;-2,82
-1,05;3,65;-11,7;-3,32;5,21;3,51
2,29;7,03;-10;1,24;16,31;-1,68
-1,57;5,56;-8,19;2,07;9,07;2,9
-2,15;6,58;-10,02;2,04;9,45;2,89
0,4;8,2;-10,7;1,58;11,98;-5,75
1,35;4,86;-6,54;-5,74;0,18;0,26
1,45;4,78;-7,84;-4,96;7,91;-2,28
-0,93;5,72;-8,54;3,62;16,77;-3,05
0,21;4,57;-2,54;4,93;11,39;4,16
1,38;4,31;-3,73;1,14;5,95;-3,4
-1,8;3,09;-8,66;-2,65;-0,01;-0,69
-0,15;4,51;-11,39;-1,25;10,22;3,61
1,45;6,07;-10,71;2,66;15,16;-2,19
-1,95;4,27;-8,68;2,58;6,01;3,11
-1,69;6,54;-11,05;3,71;11,51;-0,83
0,48;7,68;-9,67;-0,41;7,25;-4,47
1,21;3,95;-7,44;-8,32;0,52;-0,48
0,54;3,96;-9,24;-2,67;12,92;-5,96
-1,35;4,92;-6,99;5,01;14,93;1,06
0,78;3,98;-3,11;3,54;9,67;2,12
0,68;4,6;-4,51;-0,76;3,4;-5,06
-2,94;4,26;-10,21;-4,39;2,52;3
0,2;4,86;-11,88;0,3;15,27;-0,27
0,89;6,77;-9,42;3,83;11,71;0,4
-3,12;6,28;-9,91;1,9;8,43;5,51
-1,62;8,29;-10,42;2,74;14,29;-4,43
0,19;9,07;-8,62;-4,88;3,36;-1,61
0,77;5,15;-8,12;-8,08;6,64;-1,98
0,07;4,88;-8,42;2,11;18,68;-4,74
-1,81;5,05;-5,63;3,88;14,66;4,14
0,74;4,82;-2,63;1,3;9,72;-1,43
-0,06;4,85;-4,1;-2,09;3,31;-1,97
-2,8;3,35;-8,82;-4,04;9,79;2,25
0,45;6,33;-11,5;2,01;17,46;-1,32
-0,47;6,33;-8,69;2,4;9,9;4,77
-3,36;5,41;-7,9;2,55;14,13;1,18
-1,33;9,67;-9,79;1,15;11,76;-3,49
-0,01;8,1;-8,12;-8,55;1,82;0,93
1,12;5,28;-7,58;-4,43;12,19;-3,84
0,15;3,79;-8,56;4,73;18,7;0,56
-1,05;3,1;-5,57;3,37;13;3,08
1,66;5,54;-1,96;0,09;5,47;-3,79
-0,23;3,17;-5,13;-4,11;3,67;1,86
-1,91;3,51;-10,57;-2,05;14,05;0,84
1,42;6,93;-10,13;2,02;14,36;-0,81
-0,55;5,13;-8,67;1,67;9,81;4,93
-2,76;6,67;-9,32;3,5;14,07;-2,03
-0,86;9,41;-8,73;-2,32;6,34;-2,86
0,3;6,78;-6,87;-8,24;3,28;-0,43
1,4;4,35;-6,78;-0,03;15,24;-4,01
-0,04;4,35;-7,87;6,16;15,26;2,69
-0,27;3,43;-4,92;3,44;9,12;1,06
1,65;3,51;-1,89;-1,83;2,86;-2,78
-1,16;3,85;-5,86;-3,66;4,54;2,78
-1,02;3,86;-11,3;0,11;15,91;-0,84
1,79;6,85;-10,88;1,88;10,48;1,68
-0,95;5,11;-9,4;3,04;8,73;3,01
-1,71;4,84;-10,54;2,09;12,98;-4,47
-0,13;9,95;-9,67;-5,49;1,91;-0,5
0,61;6;-7,68;-5,56;6,7;-2,92
1,85;3,03;-7,95;2,86;16,28;-2,79
-0,36;5,07;-8,5;5,27;11,35;3,9
-0,05;3,72;-4,68;2,07;6,45;-3,3
2,17;3,3;-1,92;-1,95;0,48;0,25
-1,53;3,25;-7,22;-2,49;9,09;2,8
-0,9;5,21;-10,99;1,17;15,34;-2,49
1,99;5,68;-10,29;3,17;6,31;4,71
-1,55;4,15;-10,34;4,55;11,06;-1,16
-1,99;6,76;-10,5;0;8,87;-5,48
0,18;7,25;-9,37;-8,81;1,37;0,06
1,1;4,94;-7,72;-2,95;10,91;-5,49
1,19;4,05;-9,84;6,19;14,06;0,16
-1,08;5,33;-8,82;3,2;10,67;1,87
0,66;5,16;-3,66;-0,47;4,27;-4,69
1,35;2,71;-4,65;-3,52;3,03;2,5
-2,53;4,44;-8,47;-2,32;15,29;0,67
-0,5;7,18;-11,69;3,07;12,26;-0,16
0,64;7,02;-10,62;3,69;8,39;3,19
-2,45;5,86;-8,75;3,3;14,14;-3,74
-1,75;7,18;-10,63;-4,3;5,01;-1,24
-0,43;8,75;-8,06;-9,13;5,53;-2,53
0,65;5,81;-7,24;1,53;16,7;-4,48
-0,15;5,44;-8,86;4,84;15,14;4,08
-1,94;5,8;-6,04;1,06;8,99;-1,33
0,88;3,36;-3,52;-0,98;3,15;-1,65
0,29;3,55;-3,21;-3,79;10,62;3,22
-2,61;4,99;-8,07;0,21;17,98;-2
0,38;6,92;-11,04;2,4;10,03;4,28
0,26;6,48;-8,79;3,1;12,96;2,92
-2,79;5,79;-9,95;2,03;12,31;-4,88
-1,33;8,33;-9,11;-8,28;3,48;0,2
0,11;7,89;-6,96;-6,14;11,91;-2,91
0,58;5,64;-7,88;3,63;16,73;-0,76
-0,4;5,13;-7,68;3,56;12,28;4,15
-1,54;4,89;-5,62;1,25;7,12;-3,13
1,21;3,64;-2,38;-3,78;4,38;0,97
0,26;2,75;-4,22;-2,98;14,51;2,24
-1,9;4,14;-9,82;1,82;14,24;-0,42
0,99;5,95;-10,26;1,48;8,69;4,51
-0,46;6,25;-8,66;3,98;14,22;-2,4
-2,43;5,59;-9,18;-1,35;6,56;-2,81
-0,13;7,25;-9,43;-8,61;4,29;0,19
0,41;7,54;-7,27;-1,52;15,18;-4,59
1,04;4,1;-6,89;4,43;13,49;3,19
-0,3;4,69;-8,48;3,74;8,65;0,9
-0,85;5,23;-5,05;-0,72;3,2;-3,75
1,68;2,55;-2,46;-3,58;6,11;3,69
-0,98;3,15;-6,23;0,81;15,51;-1,51
-1,36;5,14;-10,23;2,01;9,55;1,48
1,8;6,08;-10,98;3,37;9,88;3,88
-0,89;6,18;-9,76;3,56;11,39;-5,94
-1,75;6,27;-10,33;-5,56;1,56;-0,19
0,26;7,25;-9,59;-5,8;7,8;-1,88
0,99;5,54;-6,59;3,03;14,99;-3,61
1,76;3,56;-8,11;4,17;11,07;5,07
-0,47;5,79;-8,72;1,89;5,78;-3,07
-0,23;5,37;-4,67;-1,04;0,64;-1,42
1,88;1,97;-3,32;-2,09;10,25;3,76
-1,47;2,67;-6,67;1,69;14,06;-2,35
-1,21;5,31;-10,94;3,06;5,79;3,58
1,45;6,73;-10,61;4,34;11,06;-0,25
-1,65;5,77;-9,18;1,14;8,18;-5,27
-1,79;5,19;-11,29;-8,29;1,61;0
0,68;7,57;-10,11;-3,25;11,58;-5,11
1,01;6,09;-7,67;5,42;14,58;-0,13
1,26;3,52;-9,14;2,1;9,98;2,52
-0,57;5,78;-8,4;-0,59;3,79;-4,16
0,14;5,05;-4,84;-3,73;4,05;2,22
1,53;1,78;-4,7;-2,05;15,96;0,21
-2,11;3,38;-8,88;3,09;12,04;0,1
-1,23;6,15;-10,94;2,63;8;5,23
0,74;6,56;-8,95;4,37;14,54;-3,38
-2,6;6,49;-9,74;-3,05;5,1;-2,13
-2,27;6,87;-11,14;-8,94;5,3;-1,13
-0,21;7,79;-8,71;1,86;17,15;-3,73
0,55;6,38;-7,46;4,1;14,59;3,6
0,56;5,53;-8,17;1,17;8,65;-1,37
-1,43;6,94;-6,64;-0,71;3,36;-2,46
0,67;4,51;-3,37;-4,44;10,59;3,64
1,5;3,28;-4,58;0,27;18,8;-1,31
-2,11;4,81;-9,43;1,81;9,74;2,51
-0,18;5,7;-9,7;2,36;12,71;2,52
0,22;7,76;-7,93;2,32;13,21;-4,59
-3,22;6,85;-9,14;-8,14;2,61;-0,11
-1,81;7,03;-9,62;-5,89;11,78;-2,12
-0,33;7,96;-7,93;4,28;18,07;-1,49
0,13;4,4;-7,03;3,08;11,81;4,03
-0,54;4,55;-7,14;0,74;6,28;-2,86
-2,2;5,07;-4,81;-3,06;4,09;0,33
0,72;2,83;-1,73;-3,11;14,19;3,28
0,98;3,06;-4,82;2,56;14,29;-2,12
-1,45;3,65;-10,88;2,34;8,39;3,98
0,8;5,93;-10,83;2,54;14,17;-0,52
0,38;6,7;-7,74;-1,93;7,05;-4,66
-1,98;5,44;-8,56;-8,98;3,53;0,95
-0,99;8,36;-9,92;-0,43;14,56;-4,68
0,53;7,33;-7,9;5,71;15,16;1,34
1,61;3,08;-6,91;1,27;10,21;3,35
-0,7;5,3;-7,53;-0,42;2,19;-4,77
-1,69;5,43;-3,77;-2,62;5,29;3,63
1,67;2,52;-1,1;-0,34;16,35;0,47
-0,11;3,03;-6,58;3,15;8,87;-0,59
-1,57;3,96;-11,89;2,33;9,22;5,22
1,67;6,36;-10,56;2,73;12,66;-5,24
-0,14;6,88;-7,79;-4,73;1,67;-1,21
-2,16;5,88;-9,98;-7,08;6,68;0,06
-0,02;8,23;-11,62;3,97;14,71;-5,22
1,3;6,13;-8,07;5,11;12,4;3,96
1,61;2,79;-8,22;0,66;6,79;-1,65
-0,47;5,18;-9,05;-1,86;-0,56;-2,33
-0,47;5,2;-4,33;-2,72;9,4;3,83
1,91;2,81;-2,8;2,35;14,22;-2,4
-0,91;3,63;-7,36;3,34;6,45;3
-1,33;5,4;-12;3,63;12,36;0,73
1,44;5,71;-10,68;0,3;8,32;-5,06
-1,2;5,4;-7,65;-8,39;1,38;0,66
-2,09;6,45;-9,98;-1,69;11,7;-4,93
0,29;8,3;-10,49;5,54;14,63;-1,62
1,36;5,87;-7,96;1,82;11,1;2,51
1,15;2,92;-8,82;-0,14;3,86;-4,2
-1,21;5,05;-8,41;-3,43;1,87;2,44
0,12;4,53;-4,05;-0,76;15,18;0,73
1,59;3,01;-3,91;3,27;12,81;-1,39
-2,02;4,53;-9,91;1,82;8,04;5,53
-0,66;4,9;-12,39;3,54;14,65;-2,63
1,16;6,08;-9,44;-3,42;5,22;-2,2
-2,11;6,31;-8,9;-8,29;5,21;-0,35
-1,95;7,31;-10,81;1,59;17,22;-5,74
-0,29;9,52;-9,84;4,46;15,04;2,57
1,04;6,02;-8,04;1,46;10,44;-0,67
0,95;3,88;-8,89;-1,45;3,49;-3,42
-1,73;5,89;-6,67;-4,15;8,86;4,27
0,34;5,45;-1,68;0,55;18,81;-1,29
1,07;3,94;-3,44;2,95;9,72;2,4
-2,6;4,06;-9,28;2,74;13,52;3,48
-0,25;6,07;-10,77;0,85;14,84;-4,54
0,55;6,12;-7,97;-7,91;1,55;1,24
-3,29;5,43;-7;-4,84;10,8;-2,01
-2,12;8,49;-9,47;5,15;18,73;-2,51
-0,28;9,08;-9,08;2,67;12,98;3,64
0,53;5,31;-7,93;-0,26;7,01;-3,27
0,28;4,18;-8,82;-2,23;2,75;1,19
-1,84;4,58;-5,56;-3,43;12,8;3,03
1,02;3,64;-2,02;2;14,25;-2,24
1,14;3,67;-5,21;3,2;8,75;3,48
-2,35;4,57;-10,73;2,17;14,74;-1,27
1,09;5,49;-11,1;-2,2;7,04;-2,25
0,85;5,59;-7,55;-8,83;2,75;0,74
-2,83;6,15;-7,17;-1,55;14,27;-5,64
-1,02;8,61;-8,6;5,37;15,16;1,46
-0,04;8,07;-7,94;2,69;10,78;1,79
0,79;4,55;-7,09;-0,26;3,63;-3,65
-0,13;3,62;-7,14;-3,74;3,77;3,62
-1,68;4,14;-4,78;-0,84;14,72;0,03
1,68;3,29;-1,43;3,26;10,32;0,38
0,24;3,19;-5,58;3,77;9,34;3,89
-2,12;5,13;-12,44;2,81;13,62;-4,01
1,3;5,59;-11,78;-5,94;1,52;-0,55
-0,16;4,77;-8,26;-6,74;4,91;-0,96
-2,3;6,24;-9,11;3,18;16,54;-4,22
-0,24;8,73;-10,51;4,97;12,05;2,74
0,7;7,93;-8,03;1,79;6,34;-2,09
1,57;4,27;-8,27;-2,02;0,93;-1,34
-0,09;4,01;-8,92;-2,47;7,67;3,74
-0,78;5,05;-3,41;1,89;13,57;-1,89
1,99;3,42;-1,49;3,25;6,24;2,69
-0,58;3,49;-6,76;4,34;12,55;0,37
-1,89;5,13;-12,12;0,55;9,5;-4,92
1,51;5,54;-11,24;-7,95;-0,68;1,24
-0,52;4,38;-7,78;-3,48;10,84;-4,57
-2,21;5,06;-9,66;5,05;15,52;-2,32
-0,04;7,91;-9,96;3,53;10,57;3,05
0,9;5,49;-8,48;0,16;4,08;-4,84
1,17;2,73;-10,19;-3,26;1,85;1,9
-0,57;4,71;-8,79;-2,7;13,66;2,42
-0,27;4,14;-4,28;2,46;12,27;-2,25
1,46;3,51;-3,61;3,93;8,44;4,59
-1,69;4,8;-9,2;3,81;14,57;-2,44
-1,27;5,79;-13;-3,08;5,88;-2,64
1,4;6,93;-10,31;-8,97;4,8;0,87
-1,53;5,43;-8,55;0,77;16,86;-5,79
-2,03;6,79;-9,59;6,14;16,16;1,95
-0,04;9,99;-8,99;1,33;9,74;0,23
0,85;6,03;-7,95;-1,86;4,12;-3,53
0,59;3,9;-9,18;-3,52;9,38;4,9
-1,95;5,76;-7,13;-0,63;17,99;-1,11
-0,11;4,08;-2,51;1,86;10,56;1,32
1,12;3,23;-3,66;3,43;12,26;3,59
-2,71;4,73;-8,53;2,22;15,5;-4,77
-1,02;6,48;-11,6;-7,49;3,74;1,97
0,42;6,59;-9,58;-6,1;9,27;-1,61
-2,5;5,57;-8,11;4,27;17,85;-4,05
-1,8;7,61;-9,77;4,36;12,66;4,07
-0,15;9,16;-7,54;0,98;7,54;-2,88
1,31;6,55;-7,18;-3,4;3,19;0,99
0,82;4,33;-9,1;-3,87;12,48;3,74
-1,3;4,64;-6,05;1,4;15,56;-2,27
1,35;3,84;-2,09;2,24;7,95;4,35
0,92;3,41;-3,19;2,95;15,21;-1,44
-2,61;5,45;-9,74;-1,79;9,67;-3,04
0,17;5,97;-11,63;-8,96;2,48;2,37
0,39;5,38;-7,96;-1,7;14,36;-5,87
-2,95;5,32;-8,14;5,05;15,9;0,35
-1,58;7,04;-8,88;3,47;10,45;1,61
0,59;8,14;-7,18;0,37;2,37;-4,21
1,62;4,5;-6,81;-3,65;4;4,94
-0,1;3,55;-7,96;-0,86;16,55;0,51
-1,53;4,85;-5,45;2,31;8,8;-0,77
2,15;3,29;-1,89;2,5;7,4;3,77
0,65;2,71;-5,3;2,78;13,97;-4,32
-2,41;4,05;-11,11;-4,57;2,95;-0,27
1,46;7,03;-11,78;-6,6;5,86;-0,98
0,13;6,42;-8,54;2,07;14,96;-5,7
-3,08;4,78;-9,5;5,04;12,19;2,45
-0,4;8,13;-10,74;2,6;7,77;-1,77
1,02;7,49;-6,43;-1,13;0,72;-1,28
1,37;4,58;-7,41;-3,02;8,42;4,12
-0,39;4,82;-9,1;0,78;14,71;-2,82
-1,44;3,85;-4,61;3,25;5,28;1,77
1,76;3,03;-2,59;3,55;10,58;1,08
-0,31;2,98;-5,81;0,81;10,24;-5,3
-2,13;3,83;-11,97;-7,25;0,15;0,81
1,44;5,64;-11,63;-4,71;9,52;-4,32
-0,38;5,28;-8,25;5,06;15,51;-3,44
-2,22;4,97;-10,93;3,61;10,64;3,46
0,52;7,15;-10,14;-0,33;4,18;-3,9
1,79;6,51;-7,46;-2,29;2,55;1,05
1,73;3,7;-8,88;-2,31;14,26;2,58
-1,04;5,9;-8,92;2,23;12,72;-2,35
-1,06;5,96;-5,18;2,87;7,2;4,22
2,1;2,24;-2,87;2,56;14,33;-1,61
-0,97;4,06;-8,1;-2;6,72;-2,65
-1,56;6,47;-12,19;-7,94;4,38;0,95
0,89;6,66;-9,55;0,25;16,48;-5,47
-2,43;6,3;-9,24;5,05;16,13;1,25
-2,42;6,14;-11,07;0,77;9,82;0,67
0,15;8,81;-9,16;-0,65;3,74;-2,4
0,43;6,73;-6,86;-3,12;9,27;4,61
0,81;3,64;-8,67;-1,14;17,33;-2,02
-1,38;6,61;-8,53;2,54;10,01;1,42
-0,48;5,03;-3,28;2,85;13,25;5,23
1,48;2,58;-2,9;1,3;14,22;-4,45
-1,84;5,13;-9,11;-5,78;3,02;0,72
-0,78;6,58;-11,55;-4,73;10,26;-0,91
0,66;7,31;-8,55;3,29;17,46;-3,12
-3,13;6,41;-8,33;3,3;13,24;4,27
-2,35;7,25;-10,53;1,11;6,9;-2,74
0,24;9,83;-8,53;-2,87;2,2;0,33
0,95;6,1;-6,26;-3,63;13,35;3,71
0,65;4,08;-8,08;1,7;15,99;-3,35
-1,83;5,58;-7,34;1,78;8,15;3,52
0,33;3,45;-2,52;1,97;13,71;0,2
1,78;3,12;-3,04;-0,52;9,06;-3,32
-2,18;3,88;-9,28;-6,78;3,94;1,69
-0,24;4,89;-10,61;-1,54;13,69;-5,33
0,87;6,59;-7,33;4,22;14,49;0,45
-2,94;5,56;-8,41;2,77;10,45;2,89
-1,68;7,35;-10,5;0,44;3,46;-4,12
0,58;7,96;-8,13;-3,57;3,6;3,93
1,45;3,88;-6,78;-1,26;15,79;0,37
0,33;4,28;-7,94;2,99;10,3;-1,44
-1,45;4,98;-6,36;2,35;7,65;4,47
1,6;3,36;-2,4;1,76;14,22;-3,58
0,83;3,49;-4,18;-3,72;3,76;-0,78
-2;3,41;-10,73;-5,27;4,96;-0,47
1,03;5,29;-10,62;2,63;15,33;-5,9
0,27;6,17;-7,67;4,4;13,19;2,66
-2,72;5,05;-9,69;1,55;7,72;-1,11
-0,94;7,78;-10,4;-1,04;-0,27;-2,37
0,9;7,03;-7,85;-2,6;6,79;4,33
1,48;3,25;-7,34;1,25;15,52;-2,43
-0,2;5,38;-8,51;3,29;6,95;1,02
-1,21;4,95;-5,58;2,94;9,07;1,18
1,89;2,4;-2,07;0,53;8,73;-5,2
0,7;4,33;-6,37;-6,37;1,01;1,41
-1,84;4,42;-12,18;-3,74;9,66;-4,3
1,11;5,21;-10,9;4,29;15,7;-3,92
0,11;6,01;-8,55;3,44;11,93;3,98
-2,31;5,05;-11,04;-0,01;4,55;-4,2
-0,02;8,87;-11,02;-3,23;2,02;1,43
1,19;7,58;-7,72;-1,83;13,85;2,78
1,12;2,35;-8,27;2,96;13,91;-3,37
-1,02;5,32;-8,52;2,63;7,54;4,88
-1,54;5,74;-4,89;2,31;12,86;-1,98
1,25;2,75;-2,63;-2,89;7,14;-3,4
-1,26;3,99;-7,52;-7,9;4,26;2,09
-1,94;4,81;-12,83;0,68;15,56;-5,8
1,2;5,33;-9,39;4,96;16,83;1,06
-1,35;5,89;-7,9;0,75;10,57;1,11
-2,34;6,75;-10,97;-1,54;3,59;-3,8
0,16;9,46;-9,76;-3,3;8,22;4,7
1,31;7,12;-8;0,16;18,46;-0,66
1,03;3,05;-8,62;3,13;10,88;0,15
-2,13;5,83;-7,98;2,15;11,24;4,26
-1,17;5,96;-3,13;0,67;14,89;-3,4
1,8;3,25;-2,03;-6,01;3,62;0,76
-1,46;4,95;-9,39;-5,46;8,68;-1,06
-1,55;5,34;-12,19;3,02;17,52;-3,94
0,52;6,06;-8,05;3,33;14,32;3,24
-2,32;6,97;-7,11;0,59;8,28;-1,35
-2,35;7,28;-9,48;-2,44;2,02;-0,33
0,1;9,43;-8,61;-2,84;12,59;2,88
1,03;5,73;-6,95;1,92;16,33;-2,06
0,46;3,03;-8,99;1,92;8,08;2,45
-1,54;4,95;-6,85;1,97;14,84;0,87
0,46;3,24;-1,83;-0,66;9,33;-2,45
1,24;3,79;-3,94;-7,56;1,8;1,31
