Acceleration_MPerS2_1X;Acceleration_MPerS2_1Y;Acceleration_MPerS2_1Z;Acceleration_MPerS2_2X;Acceleration_MPerS2_2Y;Acceleration_MPerS2_2Z
-0,25;8,55;-10,4;2,64;10,13;-0,76
0,83;6,31;-9,4;4,15;11,98;-3,21
1,07;3,25;-7,04;-0,03;1;0,39
-1,56;6,05;-8,65;-9,26;6,93;-5,76
0,65;5,48;-6,18;-2,32;15,7;-0,45
1,92;2,72;-2,45;6,03;12,57;2,3
-1,87;2,81;-6,7;3,11;7,27;-3,99
0,05;4,45;-10,33;-0,54;0,89;1,87
1,38;6,04;-10,91;-3,19;9,92;1
-1,96;5,99;-9,37;-0,84;14,87;-0,13
-1,09;6,46;-9,23;1,82;7,7;4,17
0,85;7,69;-11,31;2,45;13,82;-3,19
1,45;5,84;-8,69;3,76;9,3;-2,12
0;3,95;-8,02;-4,3;2,3;-0,15
-2,05;5,38;-8,64;-7,71;13,93;-3,98
1,08;4,8;-4,84;1,09;16,91;1,99
0,6;3,27;-3,95;3,5;12,21;-1,57
-2,7;3,6;-7,48;2,15;5,21;-1,92
0,34;4,33;-11,04;-1,43;5,51;4,32
-0,13;6,48;-10,17;-4,08;16,36;-1,84
-2,69;6,58;-8,4;0,77;12,12;2,59
-0,73;7,03;-10,9;1,86;11,71;2,81
0,33;8,91;-10,76;3,72;16,26;-3,87
1,43;5,39;-8,18;2,36;4,67;2,44
-0,28;4,07;-8,37;-8,43;5,94;-2,97
-1,88;6,32;-7,09;-5,4;17,02;-2,05
1,46;4,82;-3,52;3,63;15,64;4,69
-0,73;4,17;-3,48;3,19;8,14;-4,2
-2,66;4,23;-7,43;1,53;1,95;1,61
0,83;5,71;-10,21;-3,44;9,05;3,09
-1,4;7,97;-8,47;-2,98;15,08;-2,33
-3,19;6,44;-6,51;2,09;10,3;5,18
-0,85;7,27;-9,68;1,34;13,41;-2,1
0,44;8,27;-10,09;3,63;10,47;-2,96
1,3;5,14;-6,83;-0,54;2,88;1,52
-1,11;3,78;-8,32;-8,34;11,66;-6
-1;4,11;-6,84;-1,5;17,02;2,22
1,91;4,56;-2,69;4,3;12,13;1,03
-1,01;4,14;-4,48;2,92;4,44;-4,17
-0,93;3,48;-8,51;-0,25;1,69;5,1
1,75;5,12;-10,94;-4,21;13,41;-0,87
-1,57;6,08;-8,22;-0,84;12,38;0,63
-2,49;6,12;-6,59;1,95;5,71;3,62
-0,1;8,02;-10;3,34;13,95;-5,59
0,94;8,04;-9,15;4,02;6,84;0,43
1,5;3,71;-7,47;-5,31;1,71;-2,45
-0,48;3,35;-7,71;-5,95;14,2;-5,15
-0,29;5,57;-5,16;3,65;15,07;4,22
1,34;3,65;-2,59;4,1;9,36;-2,78
-1,21;3,74;-4,73;1,79;1,41;-0,96
-0,21;3,72;-10,34;-1,4;3,93;4,01
1,34;4,31;-10,82;-2,78;16,01;-2,17
-2,21;6,91;-7,85;1,58;8,82;2,67
-1,6;5,21;-9,16;1,92;8,13;-1,12
0,4;7,55;-11,04;3,35;12,42;-4,73
1,04;8,73;-10;1,54;1,05;0,97
1,94;3,19;-8,62;-7,55;6,38;-5,28
-0,78;3,83;-8,61;-2,94;16,27;-1,16
0,4;5,58;-5,62;4,94;12,39;2,36
1,88;4,28;-2,38;2,4;5,77;-4,12
-1,83;4,04;-6,51;1,11;0,04;3,04
0,4;3,94;-10,88;-2,69;11,14;0,52
1,22;5,1;-10,07;-2,14;16,14;-1,75
-2,43;5,68;-8,3;3,11;7,43;5,4
-1,09;6,16;-9,54;1,7;13,55;-3,07
0,01;8,1;-11,45;3,03;9,64;-2,61
1,32;6,99;-9,02;-3,03;2,24;-0,13
1;3,09;-8,32;-9,35;14,72;-5,12
-2,04;4,11;-8,68;1,56;18,11;3,02
0,78;5,5;-4,44;4,02;11,4;-0,17
0,6;3,38;-3,96;0,5;4,16;-3,19
-2,69;4,56;-8,06;0,32;4,98;4,23
0,73;5,11;-10,94;-3,52;17,04;-0,54
0,17;5,21;-11,02;0,13;12,85;2,81
-3,07;6,15;-8,62;2,42;9,21;3,08
-0,86;7;-9,82;2,55;15,24;-4,18
0,19;10,05;-11,15;2,05;5,05;1,9
0,52;6,63;-8,03;-7,73;5,57;-2,25
-0,36;3,3;-7,9;-5,6;18,15;-2,75
-2,13;5,09;-7,31;3,37;15,24;4,39
0,63;4,53;-2,94;2,63;8,29;-3,01
-0,22;5,88;-3,02;1;2,91;0,98
-2,72;4,87;-7,49;-3,04;8,99;2,74
0,76;4,64;-10,85;-2,6;16,92;-2,52
-0,27;7,14;-8,86;2,04;9,72;5,21
-3,24;5,35;-6,61;2,09;12,57;-1,42
-1;7,74;-9,47;3,42;11,99;-4,4
0,53;9,36;-9,04;-1,26;1,31;2,18
1,32;5,37;-7,24;-7,1;10,58;-4,66
-0,68;3,89;-8,33;-0,77;17,69;0,99
-1,81;3,55;-6,06;4,19;11,95;1,96
1,83;3,97;-3,04;2,72;4,11;-4,65
-0,5;5;-4,07;-0,72;0,68;3,2
-2,07;4,4;-9;-3,83;13,26;-0,36
1,76;4,54;-11,73;-0,35;13,77;-0,08
-1,2;5,72;-8,25;2,3;7,24;3,19
-2,86;5,49;-6,94;2,49;13,62;-5,02
0,34;7,58;-9,34;3;5,67;-0,02
0,83;9,27;-8,37;-4,09;2,7;-2,46
0,98;4,38;-6,55;-6,04;15,56;-4,55
-0,68;3,09;-8,15;2,37;15,55;4,56
-0,11;4,69;-6,05;4,74;9,01;-3,21
1,65;3,7;-1,45;2,27;0,93;-0,94
-1,73;4,15;-5,04;-1,93;3,94;3,48
-0,28;3,32;-10,74;-2,62;14,95;-3,02
1,51;5,39;-11,56;2,45;8,69;4,31
-2,2;6,12;-9,15;2,79;8,84;-0,7
-1,01;3,81;-8,24;3,69;11,84;-5,33
0,33;8,59;-10,98;0,88;1,22;2,05
0,78;9,18;-9,12;-7,4;7,38;-4,98
2,26;4,28;-7,83;-2,32;17,16;-0,71
-0,65;4,07;-10,05;4,86;13,59;3,17
0,21;4,68;-5,59;3,03;6,83;-4,67
1,93;4,47;-2,26;-0,32;-0,04;1,75
-1,87;3,69;-5,87;-4,31;10,87;0,79
-0,45;4,4;-10,42;-1,14;17,08;-0,83
1,05;5,93;-11,17;2,6;7,41;3,88
-2,28;5,02;-8,2;1,56;12,67;-2,95
-1,41;5,02;-9,13;3,51;9,95;-1,32
0,55;7,46;-10,65;-3,38;2,12;-1,02
1,65;7,53;-8,58;-8,96;13,51;-4,33
1,1;3,25;-8,78;1,63;17,38;2,97
-1,63;3,13;-9,56;4,95;12,05;-1,46
1,06;4,96;-5,82;0,31;4,62;-2,17
1,36;2,92;-2,86;-0,95;3,84;3,49
-2,62;3,97;-8,13;-3,26;16,08;-2,41
0,2;5,9;-12,69;0,14;13,58;2,67
0,47;6,63;-10,36;3,2;10,48;3,39
-2,86;6,45;-9,39;2,12;15,35;-4,08
-1,58;5,84;-10,08;1,1;4,98;1,2
-0,26;8,98;-9,81;-7,7;6,03;-2,37
1,18;7,39;-8,4;-6,81;17,83;-2,22
-0,2;3,99;-7,71;4,69;15,26;4,56
-2,04;5,4;-7,67;3,53;9,64;-3,19
1,41;3,93;-3,37;-0,31;2,92;0,07
-0,17;3,96;-2,03;-3,17;6,68;3,7
-2,51;5,32;-7,03;-2,87;16,12;-1,48
0,86;5,23;-10,29;3,08;10,04;3,93
-0,91;7,26;-9,57;2,11;10,76;-0,73
-2,95;6,44;-7,91;3,15;11,35;-2,95
-0,61;6,53;-10,21;-0,47;1,63;2,32
-0,02;8,63;-10,45;-9,55;9,79;-4,76
0,71;6,1;-6,81;-1,41;18,19;0,14
-0,85;4,95;-8,19;5,43;12,47;2,22
-1,96;5,24;-7,87;2,14;5,25;-4,18
1,6;3,29;-2,54;-0,83;1,98;3,48
-0,34;3,65;-2,02;-4,32;12,34;0,25
-2,51;4,69;-7,33;-0,02;13,74;-0,74
1,02;5,61;-10,71;2,93;7,06;4,49
-0,81;6,52;-8,43;3,03;13,31;-3,9
-2,77;5,16;-7,47;4,48;6,58;-0,95
-0,12;6,39;-9,23;-5,07;1,14;-1,13
1,29;8,05;-7,57;-6,92;13,58;-4,67
1,68;5,01;-6,51;3,69;15,09;3,74
-0,74;3,77;-8,62;5,24;9,25;-2,51
-0,6;5,15;-6,43;2,15;1,63;-2,11
2,22;3,51;-2,33;-2,65;2,81;4,19
-0,84;2,32;-4,79;-3,74;14,64;-2,47
-1,15;4,51;-9,99;2,2;9,97;2,19
1,37;5,6;-11,44;3,2;8,7;0,22
-1,73;5,52;-8,92;4,09;13,04;-4,43
-2,55;5,82;-9,31;1,02;3,21;1,31
0,15;6,19;-11,84;-7,75;6,5;-4,89
1,73;7,72;-7,96;-2,96;15,72;-1,78
1,38;5,38;-6,76;4,99;13,51;2,53
-1,18;3,52;-9,46;3,45;7,18;-4,49
0,47;6,42;-5,88;-0,18;0,34;2,07
2,32;3,62;-2,78;-4;9,62;1,53
-1,46;1,71;-5,42;-1,32;15,05;-1,14
-0,76;5,58;-10,28;2,46;7,14;4,83
1,15;5,99;-11,1;2,67;12,98;-2,09
-2,14;5,3;-8,91;4,44;10,96;-2,25
-1,7;5,55;-10,71;-3,84;2,73;-0,45
0,89;6,58;-11,1;-9,17;12,41;-4,48
1,57;7,04;-8,34;1,82;18,07;2,22
0,93;4,82;-8,7;5,12;13,25;-1,32
-1,53;4,5;-10,05;1,01;4,65;-3,41
0,35;5,07;-6,15;-1,44;4,71;4,08
1,58;3,67;-3,01;-4,03;17,23;-0,55
-1,94;3,19;-7,69;-0,03;13,66;1,85
-0,17;5,99;-10,78;2,32;8,44;2,89
0,5;7,59;-9,44;2,41;15,49;-3,41
-3,09;5,78;-8,83;1,89;7,83;1,08
-1,49;6,91;-10,12;-6,95;4,56;-2,11
0,56;8,07;-10,69;-6,18;16,05;-2,22
1,16;6,3;-7,57;3,48;16,71;3,49
0,39;5,06;-7,93;3,42;9,54;-2,9
-1,96;4,26;-8,58;0,85;2,33;0,37
0,79;4,92;-4,03;-2,88;7,38;2,98
0,55;3,87;-3,7;-3,55;16,89;-1,31
-2,94;2,89;-7,55;2,02;9,93;3,79
0,27;6,61;-10,12;2,42;10,78;-0,51
-0,16;7,07;-8,94;2,75;12,8;-3,84
-3,43;5,83;-7,62;-0,68;2,94;0,62
-1,42;7,98;-10,29;-8,43;9,76;-3,31
0,03;7,39;-9,51;-2,5;16,85;-0,02
1,06;6,16;-6,31;4,71;12,34;1,08
-0,42;6,11;-7,2;2,86;6,28;-3,76
-1,81;4,82;-7,21;-0,51;0,76;2,66
1,49;4,42;-3,14;-4,2;11,68;1,3
-0,34;3,91;-2,4;-0,44;14,51;-0,65
-2,03;4,32;-7,61;3,41;6,03;3,36
1,47;6,48;-10,53;2,8;12,6;-3,06
-0,75;5,73;-8,64;3,61;7,47;-1,74
-2,94;4,82;-7,41;-3,96;1,74;-0,89
-0,53;7,03;-9,56;-6,48;13,78;-4,87
0,98;7,41;-9,73;2,61;15,1;2,5
1,42;5,01;-6,99;4,19;8,75;-1,38
-1,02;4,38;-7,46;2,14;1,69;-3,24
-0,95;4,68;-6,33;-1,99;3,77;4,07
1,8;3,79;-2,43;-3,39;15,38;-1,07
-1,1;3,02;-3,92;2,6;9,74;1,94
-1,51;3,38;-9,22;1,96;7,7;1,15
1,47;5,7;-11,23;3,08;12,98;-5,55
-1,1;5,54;-8,29;2,42;2,74;0,76
-2,25;4,41;-8,37;-7,16;5,65;-3,53
0,1;7,47;-11,29;-2,84;16,44;-2,73
1,47;7,14;-8,94;5,19;12,35;2,31
1,82;4,52;-7,6;3,73;6,41;-4,57
-0,41;4,85;-9,02;1,07;1,41;1,95
-0,28;4,64;-5,72;-4,16;8,89;1,83
1,54;4,24;-2,81;-1,54;15,88;-1,35
-1,25;2,94;-5,74;3,36;7,86;5,33
-0,98;3,74;-10,01;1,5;12,19;-2,75
1,45;6,59;-11,23;2,73;11,52;-2,4
-1,57;4,9;-9,25;-3,28;2,32;-0,04
-2,22;4,82;-9,23;-8,04;12,72;-5,33
0,51;7,96;-11,26;0,88;18,39;2,46
1,79;7,23;-9,79;3,78;12,35;-1,04
1,58;4,89;-8,68;1,82;5,33;-3,32
-0,8;4,3;-9,27;-1;3,93;4,48
0,28;4,62;-6,17;-3,93;16,08;-0,37
1,21;4,69;-3,5;0,91;14,98;2,16
-2,22;3,86;-6,26;1,85;9,12;3,59
-0,26;5,09;-11,28;1,88;14,8;-2,65
0,75;6,83;-11,65;1,78;7,13;-0,02
-2,8;5,36;-8,17;-6,98;4,78;-2,1
-1,71;6,73;-9,04;-4,68;17,1;-0,87
-0,16;8,8;-10,84;3,73;17,14;2,89
1,29;6,52;-8,84;2,31;8,56;-3,16
1,09;5,53;-8,29;0,32;1,69;-0,02
-1,81;4,74;-8,02;-2,67;7,66;3,5
0,58;4,12;-4,27;-1,93;17,16;0,13
0,22;4,86;-2,35;2,01;10,73;2,57
-2,83;4,48;-6,34;0,87;10,2;-0,89
0,46;6,19;-10,98;2,16;11,86;-2,74
-0,19;7,04;-10,29;-1,02;3,09;0,45
-3,52;5,5;-6,99;-7,12;9,11;-3,72
-1,76;6,85;-8,15;-1,25;17,76;0,27
0,11;8,57;-10,45;4,24;12,83;1,96
1,5;7,18;-8,22;2,31;4,6;-3,79
0,21;4,36;-7,87;-0,76;0,7;2,58
-1,75;3,16;-7,64;-2,44;11,93;1,61
1,08;3,74;-2,66;0,46;14,61;-1,45
-0,01;4,3;-2,19;2,09;6,04;3,28
-2,16;4,58;-7,72;2,25;12,23;-2,89
2,01;5,21;-11,5;2,35;7,76;-2,36
0,46;5,04;-9,56;-4,32;1,28;-0,12
-3,33;4,77;-7,13;-5,98;13,93;-4,56
-0,85;7,29;-9,42;2,26;15,98;2,08
0,58;8,12;-9,14;4,71;9,56;-0,14
1,59;4,92;-7,34;1,3;2,4;-2,9
0,21;3,78;-8,01;-2,01;2,37;3,63
-1,38;4,39;-5,98;-1,8;14,85;-1,22
1,82;3,74;-2,39;2,14;10,59;0,7
-0,59;3,36;-2,57;2,73;6,88;1,19
-2,04;4,23;-8,86;3,63;12,23;-5,01
1,8;5,91;-12,42;0,95;2,49;0,86
-1,05;5,6;-9,06;-7,04;5,23;-3,22
-2,54;4,65;-8,73;-2,56;16,42;-3,45
0;7,37;-10,18;5,03;13,2;3,81
1;8,49;-9,45;2,86;7,23;-3,89
1,91;5,72;-8,47;-0,67;0,73;-0,17
-0,75;4,04;-8,26;-4;8,68;2,73
-0,61;3,28;-6,48;-1,07;17,4;-2,11
1,83;3,82;-1,6;2,88;8,48;3,8
-1,52;4,2;-3,68;1,78;11,54;-1,43
-1,1;4,51;-10,89;3,21;11,54;-3,27
1,38;6,24;-11,75;-3,19;1,83;1,04
-1,54;4,78;-9,3;-7,81;12,59;-4
-2;5,08;-8,81;2,55;19,19;1,16
-0,03;8,8;-10,09;5,25;11,49;0,69
1,58;7,95;-9,52;0,32;5,19;-3,06
1,69;4,93;-9,22;-2,1;4,35;3,75
-1,41;3,9;-10,16;-3,38;15,7;0,18
0,01;4,21;-5,86;0,65;14,93;0,62
1,78;3,64;-2,66;1,6;8,7;3,49
-1,98;3,3;-6,44;1,56;16,02;-2,54
-0,69;5,6;-11,35;1,55;7,44;0,27
0,84;6,97;-12,23;-6,82;3,67;-1,16
-2,32;5,42;-8,84;-4,74;17,55;-2,96
-1,6;5,48;-8,54;4,38;16,45;3,73
-0,31;8,89;-10,63;2,9;9,81;-0,89
0,91;8,45;-9,19;0,37;3,31;-0,93
0,78;4,98;-8,64;-3,22;6,59;3,61
-2,42;4,62;-8,43;-2,52;17,49;-0,79
0,35;3,94;-4,23;2,79;10,21;2,3
1,14;3,86;-2,02;1,3;10,6;0,95
-2,89;4,96;-5,71;2,23;13,81;-3,59
-0,22;5,98;-9,93;-1,32;2,09;0,23
0,39;6,57;-10,14;-8,24;7,74;-3,18
-3,03;5,13;-7,64;-1,21;17,19;-1,21
-2,09;6,89;-8,16;4,66;13,92;1,7
-0,19;8,65;-9,94;3,07;6,4;-3,45
1,49;6,55;-7,75;-0,47;-0,26;1,95
0,21;5,16;-7,86;-3,74;11,06;1,4
-1,72;3,81;-8,56;0,37;15,3;-1,35
1,56;3,41;-3,67;2,44;6,6;2,41
0,74;3,49;-1,89;2,73;12,34;-3,28
-2,21;4,12;-6,15;3,22;8,53;-0,94
0,94;6,46;-10,78;-5,2;2,18;-0,83
-0,06;5,9;-10,44;-6,59;12,37;-6,06
-3,31;4,66;-6,68;1,98;15,04;2,63
-0,87;6,55;-8,49;4,33;10,97;-0,57
0,69;8,65;-9,83;2,55;2,8;-2,31
1,12;6,78;-6,93;-1,97;1,79;4,29
0,15;3,37;-7,96;-2,59;14,03;-3,12
-0,85;4,04;-7,86;2,79;10,55;0,94
1,87;4,27;-3,76;2,89;7,41;2,34
0,13;2,69;-3,1;4;12,22;-5,44
-1,42;3,84;-7,97;1,74;3,31;0,74
1,58;5,78;-12,08;-7,85;4,99;-3,52
-0,75;5,42;-10,06;-4,29;15,23;-3,47
-2,13;4,66;-8,6;4,32;14,01;4,63
-0,32;7,25;-10,26;3,67;8,1;-3,33
0,31;8,02;-9,05;0,12;0,58;-0,25
1,96;4,76;-7,09;-3,89;8,38;2,42
-0,76;4,96;-7,74;-1,81;16,7;-2,07
-1,22;5,58;-7,51;2,23;7,25;4,31
2,63;3,15;-3,92;2,82;10,53;-1,27
-0,85;2,75;-3,33;3,85;12,11;-3,23
-1,64;4,55;-9;-3,01;2,85;1,39
1,66;6,23;-12;-8,24;10,57;-5
-1,19;5,71;-9,78;0,3;16,65;1,13
-1,77;4,99;-9,18;5,17;13,46;1,54
0,5;7,29;-10,77;1,83;7,05;-4,23
1,41;7,27;-9,79;-1,77;3,42;4,11
1,23;4,39;-7,65;-3,28;15,64;0,16
-1,7;4,25;-8,62;-0,09;14,94;-0,48
-0,23;4,36;-7,75;1,54;8,57;4,54
1,65;3,35;-3,71;2,27;15,74;-2,88
-2,36;3,74;-5,31;2,33;7,94;0,27
-1,1;5,12;-10,61;-5,93;4,7;-0,65
1,1;6,65;-11,11;-6,46;15,56;-3,76
-2,31;6,33;-9,28;3,15;15,27;4,22
-1,87;6,71;-10,3;4,38;10,39;-1,28
0,34;8,87;-10,73;1,4;2,95;-1,29
0,87;7,16;-7,57;-2,56;6,9;3,73
0,4;4,61;-6,66;-2,77;16,79;-1,3
-1,75;5,26;-8,55;2,23;9,16;2,79
0;5,1;-5,79;1,69;10,49;0,53
0,76;3,65;-2,04;2,71;13,77;-3,11
-2,26;3,9;-4,86;-0,31;3,78;1,25
-0,19;6,29;-9,67;-8,19;8,67;-4,25
0,1;7,12;-10,33;-2,65;15,47;-0,85
-2,97;5,67;-8,31;3,54;12,99;2,7
-1,76;6,48;-8,96;3,3;7,6;-3,66
-0,56;8,29;-10,89;0,79;1,36;2,07
0,94;6,59;-7,88;-4,13;11,12;1,7
0,5;4,12;-6,26;-0,86;13,99;-0,8
-2,18;4,69;-8,22;2,25;6,33;3,45
1;4,79;-4,62;2,82;13,59;-3,18
1,17;3,61;-2,53;4,1;8,79;-1,43
-1,83;4,51;-6,87;-4,36;1,14;0,17
1,06;5,93;-9,67;-6,12;12,92;-5,68
0,11;5,71;-9,89;2,11;16,1;2,18
-2,75;5,35;-8,07;3,64;9,88;-0,4
-0,86;7,08;-8,24;3,13;2,07;-3,3
0,32;8,19;-9,67;-0,88;2,65;4,43
1,78;5,12;-6,89;-3,08;15,04;-2,01
0,55;3,21;-6,81;1,36;10,52;0,27
-1,48;4,95;-7,63;1,64;5,85;2,45
1,54;4,29;-3,12;4,02;12,86;-4,84
0,1;2,22;-2,93;2,04;5,38;0,12
-2,04;3,5;-8,87;-7,8;4,5;-3,83
1,33;5,79;-11,44;-4,07;15;-3,48
-0,18;5,88;-9,44;3,63;13,99;3,31
-2,28;5,31;-8,63;3,6;7,72;-4,15
-0,32;7,36;-10,83;1,62;1,36;0,84
0,93;8,78;-10,79;-2,91;7,61;2,41
2,18;5,05;-7,65;-1,5;16,58;-2,92
0,17;3,84;-7,81;1,38;8,29;4,38
-0,65;6,05;-7,65;1,74;9,25;-0,75
1,84;3,44;-3,43;4,83;12,36;-3,21
-1,01;2,14;-4,11;-2,39;3,57;0,34
-1,71;4,4;-9,04;-8,81;10,31;-5,31
1,51;5,17;-11,04;-0,94;18,37;0,59
-0,75;5,34;-9,48;3,63;13;1,37
-2,17;4,79;-8,19;2,51;6,27;-3,44
-0,27;7,16;-10,65;-0,9;4,26;2,61
0,99;8,65;-10,41;-3,08;15,05;0,04
1,62;3,64;-8,01;0,36;16,38;0,73
-0,73;3,19;-9,58;1,05;8,36;4,18
-0,75;5,86;-7,79;2,6;13,48;-2,09
1,35;4,09;-3,2;2,49;8,58;0,3
-1,5;4,18;-5,65;-6,02;4,29;-0,96
-1,07;5,34;-11,42;-6,04;15,52;-3,58
1,35;5,7;-11,5;1,79;16,29;3,34
-1,93;6,52;-8,67;3,29;10,08;-1,15
-2,33;6,84;-8,98;1,01;2,43;-0,88
-0,45;8,52;-10,12;-2,48;6,39;3,79
0,1;7,7;-8,72;-2,07;18,36;-1,86
0,46;4,4;-7,02;1,54;9,87;2,81
-1,9;4,73;-8,02;1,23;9,76;2,21
-0,43;4,77;-5,64;2,61;14,62;-3,32
1,35;3,95;-1,17;0,3;3,54;0,6
-2,25;5,13;-5,49;-6,83;8,79;-4,15
-0,61;5,64;-11,09;-2,79;16,12;-0,93
1,16;6,12;-10,12;3,52;13,01;3,56
-2,33;6,38;-7,67;2,75;7,97;-3,51
-2,46;6,89;-8,09;0,51;-0,27;1,43
-0,52;9,03;-10,49;-2,4;9,93;1,22
1,26;7,43;-8,4;-0,57;15,49;-0,78
0,12;3,73;-6,89;1,77;6,58;4,01
-2,46;4,07;-8,05;2,39;12,02;-2,6
0,58;4,13;-3,56;3,32;8,93;-1,56
0,74;3,54;-1,02;-3,93;1,82;-1,15
-2,15;5,12;-6,1;-6,59;12,09;-5,5
1,19;5,29;-10,98;1,52;16,34;2,39
1,02;4,89;-10,07;4,08;10,35;-0,57
-2,98;5,12;-6,6;2;2,28;-1,91
-1,21;6,41;-8,03;-1,23;2,72;3,81
0,94;8,94;-10,02;-2,09;14,16;-2,29
1,01;6,15;-8,03;2;11,77;1,53
-0,14;2,57;-8,34;2,92;6,88;2,73
-0,97;4,4;-8,42;3,53;12;-4,2
1,58;3,43;-3,18;1,14;5,26;-0,43
-0,01;2,88;-1,89;-6,6;3,47;-4,43
-2,1;5,16;-8,35;-3,38;13,94;-3,54
1,75;4,57;-12,09;4,33;14,78;3,21
0,25;5,25;-9,93;2,83;7,96;-3,54
-2,55;5,22;-7,84;-0,49;-0,65;-0,12
-0,25;6,3;-9,33;-2,66;6,77;2,3
0,4;10,07;-10,15;-0,49;17,97;-2,27
1,83;5,34;-8,01;2,64;9,11;4,09
0,87;2,15;-9,25;1,45;10,32;0,06
-1,23;5,55;-8,68;2,71;12,6;-3,39
1,53;3,2;-2,16;-2,22;3,4;-0,12
-0,33;3;-2,48;-8,09;10,46;-5,49
-1,79;5,46;-9,31;-0,11;16,93;0,11
1,81;5,01;-12,08;4,1;13,32;1,87
-0,44;5,63;-10,17;1,35;7,1;-3,56
-2,35;5,05;-8,46;-0,81;2,78;3,06
-0,07;7,55;-10,31;-3,47;13,23;0,2
1,21;9,42;-10,32;0,09;14,81;-0,1
1,62;4,46;-8,34;2,53;9,41;5,53
-0,8;3,75;-10,24;2,75;15,31;-1,75
-0,46;4,83;-8,35;2,01;7,56;-0,83
1,43;3;-2,91;-6,96;3,3;-1,03
-2,09;4,08;-4,84;-6,06;16,45;-3,97
-1,49;5,49;-10,01;3,13;16,87;4,17
1,63;6,01;-11,53;2,51;10,88;-0,1
-1,46;5,38;-9,54;0,53;4,53;-1,73
-2,38;5,36;-8,59;-2,38;5,33;3,95
-0,06;9,28;-10,48;-2,59;16,48;-1,25
0,58;9,09;-8,88;2,31;11,24;2,65
0,66;4,6;-7,38;1,31;9,66;2,38
-0,93;4,6;-9,46;2,65;13,88;-3,99
-0,51;4,96;-6,55;0,16;2,44;0,87
0,71;3,95;-2,1;-8,46;6,67;-3,39
-2,08;5,4;-4,82;-1,88;16,56;-2,1
-1,02;5,96;-10,07;5,27;12,88;3,93
0,74;6,02;-10,77;2,46;8,29;-3,18
-2,68;6,04;-7,91;-0,35;1,29;1,12
-2,48;6,06;-7,6;-3,59;8,23;2,21
-0,41;8,59;-9,37;-0,09;15,17;-2,39
0,49;7,83;-7,56;2,24;8,34;3,69
0,44;4,61;-6,3;1,62;12,91;-1,18
-2,03;4,39;-7,98;4,25;9,96;-2,35
0,31;3,07;-4,77;-3,76;0,79;-0,73
1,54;2,74;-1,61;-6,85;10,78;-6,31
-2,39;4,68;-6,09;2,43;16,81;2,42
0,07;5,06;-10,79;4,6;11,05;0,83
1,6;5,21;-11,06;3,15;2,18;-4,26
-2,54;4,62;-8,4;-2,08;1,04;4,06
-2,1;5,67;-8,11;-3,79;13,42;-1,51
0,63;8,89;-9,93;2,59;11,98;-0,06
1,39;7,07;-6,73;2,27;7,04;3,28
-0,26;3,6;-6,39;3,53;13,09;-5
-1,19;4,57;-8,84;2,13;5,76;-0,04
1,69;4,13;-3,6;-7,12;3,84;-2,82
0,38;2,53;-1,43;-3,31;14,52;-4,9
-1,93;4,25;-6,92;3,84;15,02;3,24
1,65;5,35;-10,91;3,67;9,46;-2,77
0,67;5,3;-10,87;1,23;1,19;-0,41
-2,53;5,31;-8,37;-5,16;6,84;2,59
-0,28;6,29;-9,9;-2,15;16,44;-1,98
1,07;8,78;-10,68;3,66;8,13;3,89
1,19;6,29;-6,92;1,28;11,59;-0,11
-0,01;3,52;-9,14;3,54;13,72;-2,56
-0,78;5,11;-9,56;-1,69;1,83;0,61
1,6;3,42;-3,34;-9,17;8,91;-5,6
-0,59;3,05;-3,65;0,68;17,69;0,07
-2,04;5;-8,04;5,55;14,94;1,89
1,35;5,54;-10,37;1,63;7,07;-4,01
-0,55;6,84;-10,12;-0,95;1,09;3,02
-2,23;5,63;-8,7;-4,18;14,27;0,41
0,09;6,56;-10,73;-0,3;16,84;-1,49
0,96;8,27;-9,83;2,04;8,45;5,3
1,62;4,76;-6,23;1,74;15,67;-1,4
-0,25;3,92;-9,38;2,44;9,37;-1,64
-0,8;4,29;-9,7;-6,6;2,45;-0,07
1,62;3,52;-3,83;-7,28;15,39;-4,35
-1,19;3,76;-4,76;3,08;17,43;3,2
-1,88;4,05;-9,65;3,82;10,08;0,24
0,92;6,58;-11,32;1,61;3,96;-2,42
-1,77;6,61;-10,36;-2,18;5,82;4,66
-2,35;6,16;-9,45;-3,85;15,32;-1,37
0,02;9;-11,39;1,82;11,27;1,6
0,81;7,79;-9,06;2,2;9,61;2,62
1,19;4,5;-5,85;2,65;14,05;-4,53
-1,27;4,29;-9,44;0,28;4,98;1,21
-0,25;5,88;-7,03;-8,58;5,58;-3,41
1,45;4,58;-2,04;-3,8;15,88;-2,38
-2,52;2,44;-5,05;3,93;14,86;4,46
-1,04;5,39;-8,11;2,86;7,66;-3,91
0,98;7,28;-9,63;1,16;1,47;1,4
-2,77;6,35;-9,01;-3,12;8,84;2,6
-2,5;6,69;-8,35;-1,44;14,19;-2,67
-0,46;7,4;-10,37;2,98;7,14;4,13
0,68;6,99;-7,37;2,74;11,68;-1,97
0,32;4,29;-5,82;3,97;9,65;-3,01
-1,87;4,29;-8,48;-2,3;1,2;0,41
0,77;5,48;-5,01;-7,22;10,24;-5,69
1,41;3,36;-2,1;0,22;15,36;1,66
-2,29;2,86;-5,57;4,3;12,02;1,33
0,35;4,78;-9,64;3,07;3,2;-3,46
